Company Name,Company Type,Link,About Us,Affiliations,Website,Social Media 1,Social Media 2,Social Media 3,Address,Advisor & Cert Num,Number of Advisors,Number of Xero Certs,Phone Number
Marcum LLP,Accountant,https://www.xero.com/advisors/accountant/marcum-llp-0d94b14d3904/,"Marcum LLP's Client Accounting Services Group provides the support, objectivity and expertise businesses need to succeed within the context of our ever-changing business landscape. We offer a broad spectrum of accounting and consulting services across a number of industries to give business owners, managers and investors the insight they need to prosper.","American Institute of CPAs, Leading Edge Alliance",http://www.marcumllp.com,https://www.facebook.com/MarcumLLP/,https://www.twitter.com/MarcumLLP,,"155 South Main Street, Suite 100, Providence, 02903, Rhode Island",Marcum LLP advisors: unknown - Xero certifications: 9,unknown,9,+1 401.457.6709
Walsh Accounting Solutions,Accountant,https://www.xero.com/advisors/accountant/walsh-accounting-solutions-551c4166ee42/,"Walsh Accounting Solutions, LLC is a dedicated team of professionals that can take care of your complete accounting and back office needs. We use Xero and other cloud services to give you a clear, real-time snapshot of your business. Let us get you started on the right path.  We are experts in helping clients enjoy hassle- free, up to date accounting, with real-time cash flow updates!",Association of Certified Fraud Examiners,http://www.walsh-accounting.com/xero/,https://www.facebook.com/WalshAccountingSolutions/,https://www.twitter.com/walshaccounting,https://www.linkedin.com/company/walsh-accounting-solutions?trk=nav_account_sub_nav_company_admin,,Walsh Accounting Solutions advisors: 11 - Xero certifications: 18,11,18,
Jackson Thornton,Accountant,https://www.xero.com/advisors/accountant/jackson-thornton-c718b12c2a00/,"Jackson Thornton serves small businesses and the entrepreneurs who operate them through consulting, tax, and accounting services. We work closely with our customers to identify obstacles and develop solutions that help them meet their strategic goals. Our customers represent small businesses ranging from start-ups to mature companies.",American Institute of CPAs,http://www.jacksonthornton.com,,,,"200 Commerce Street, Montgomery, 36104, Alabama",,,,+1 8446782727
Polaris Tax & Accounting,Accountant,https://www.xero.com/advisors/accountant/polaris-tax-accounting-dd94047f562d/,"Today entrepreneurs are demanding proactive advice from their Accountant, someone who can guide them through the intricate world of Accounting, Taxation, and Business Management. Polaris Tax & Accounting is a forward-thinking Accounting Firm serving clients throughout the United States.",,http://www.polaristaxandaccounting.com,https://www.facebook.com/polaristaxandaccounting/,https://www.twitter.com/polarisbook,https://www.linkedin.com/company/2866716?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A2866716%2Cidx%3A2-1-2%2CtarId%3A1481129769152%2Ctas%3Apolaris%20tax,"Orlando, Orlando, Florida",Polaris Tax & Accounting advisors: 3 - Xero certifications: 2,3,2,+1 7049473178
The Code Corporation,Accountant,https://www.xero.com/advisors/accountant/the-code-corporation-1c83cd086fb8/,"The Code Corporation provides operational financial services to business owners, especially entrepreneurs with multiple businesses and partners.  Our activities fall into the following categories:  accounting, treasury services, tax return preparation, and executive management services. We maintain a robust document retention system and regularly assist with audits and lawsuits. Think of us an outsourced accounting department for a busy entrepreneur.; 
    Services: bookkeeping, payroll processing, sales tax reporting in several states, property tax reporting, 1099 filing, vendor payment services, W-9 retention, tax return preparation, corporate binder management, contract management, as well as assistance with DocuSign projects and business management consulting.
    
    Tag Line:  We help you make decisions",,http://www.thecodecorp.com,,,,"4100 Campus Drive, Ste 250, Newport Beach, 92660, CA",,,,
"The CV Ledger, Inc.",Accountant,https://www.xero.com/advisors/accountant/the-cv-ledger-inc-99bedb25764b/,"The CV Ledger is an accountancy for the Creative Class. We are dedicated to serving as the analytic left brain for all the creative risk-takers & dreamers turned doers, providing the tools you need to build the business you've always wanted.",,http://www.cvledger.com,,,,,"The CV Ledger, Inc. advisors: 4 - Xero certifications: 1",4,1,
DoubleRule,Accountant,https://www.xero.com/advisors/accountant/doublerule-6f08cf40aa2b/,"Need some advice? Book a short chat with us on Calendly at https://calendly.com/drconnect and get on-the-spot personalized advice on getting started with Xero, bookkeeping for small businesses, and so much more. No strings attached, just a friendly one-on-one to help us better understand what you're looking for, so we can give you the best advice possible. Talk to you, soon!",,https://www.doublerule.com,https://www.facebook.com/doublerule,https://www.twitter.com/DoubleRule,https://www.linkedin.com/company/double-rule-llc,"5555 Corporate Avenue, Suite 200, Cypress, 90630, California",DoubleRule advisors: 35 - Xero certifications: 7,35,7,+1 3238424789
"The Rivlin Group, PC",Accountant,https://www.xero.com/advisors/accountant/the-rivlin-group-pc-285b78f04ea3/,"We are a professional services company catering to the needs of small businesses and the entrepreneurs that run them.; 
    Services include:  tax preparation, planning, and compliance, accounting and systems implementation, and management consulting.  
    
    We offer wrap around cloud based services to guide your business and your life towards your goals.
    
    
    Securities offered through Cambridge Investment Research, Inc., member FINRA/SIPC.",American Institute of CPAs,http://www.rivlin-group.com,,,,"300 Redland Court, Suite 212, Owings Mills, 21117, Maryland","The Rivlin Group, PC advisors: 4 - Xero certifications: 3",4,3,+410 9026120
"Asendant, LLC",Accountant,https://www.xero.com/advisors/accountant/asendant-llc-d9ea3942d7d5/,"We Help You Build Your Business!; 
    Whether your business is brand new, or a thriving business with a hundred employees, we have the skills, dedication and knowledge to help you build and manage your business more efficiently and effectively.
    ​
    We believe strongly in the benefits of working collaboratively with our clients and providing prompt, personal service.
    We meticulously systemize and document our accounting routines and processes to continually look for areas to improve timeliness, consistency, correctness, completeness, efficiency, and relevance to your management oversight.",,http://www.Asendant.com,https://www.facebook.com/Asendant-LLC-1852881371475813,,,"5084 Dorsey Hall Drive, Suite 205, Ellicott City, 21042, Maryland","Asendant, LLC advisors: 6 - Xero certifications: 5",6,5,+1 443-450-4210
Alloy Silverstein,Accountant,https://www.xero.com/advisors/accountant/alloy-silverstein-cc0d4eb48bbc/,"Alloy Silverstein is a public accounting firm that has been providing tax, accounting, auditing, and financial solutions to individuals and businesses since 1959. We pair our extensive history with a penchant for embracing cutting-edge technologies. Through cloud accounting and business process outsourcing, we take initiative at improving the efficiency for each of our clients, including our own firm’s processes. For six decades now, our accountants and advisors have stayed true to our founding partners’ promise of superior client service through all aspects of an engagement. From startups and neighborhood mom-and-pop shops, to regional organizations and multi-national corporations, each of our clients is guaranteed a courteous and timely experience and are each treated as if they are our only client.",American Institute of CPAs,http://www.ascloudservices.com/,http://facebook.com/alloysilverstein,https://www.twitter.com/alloycpas,http://www.linkedin.com/companies/alloy-silverstein,"900 N. Kings Highway, Suite 100, Cherry Hill, 08034, New Jersey",Alloy Silverstein advisors: 40 - Xero certifications: 13,40,13,+1 8566674100
LiveCA LLP,Accountant,https://www.xero.com/advisors/accountant/liveca-llp-a5831daba437/,"LiveCA is Canada’s first and largest online-only accounting firm. We are a full-service firm that operates as the finance team for a wide variety of Canadian businesses. ; 
    All of our clients have access to a team of specialists who are equipped to help with taxes, advisory, bookkeeping, payroll, accounts payable, and other finance functions.","CPA Canada, Institute of Professional Bookkeepers of Canada",http://www.liveca.ca,https://www.facebook.com/myliveca/,https://www.twitter.com/liveca,https://www.linkedin.com/company/liveca-chartered-accountant,"393 University Avenue, Suite 2000, Toronto, M5G, ON",LiveCA LLP advisors: 70 - Xero certifications: 33,70,33,+1 6474965483
"HeimLantz, PC",Accountant,https://www.xero.com/advisors/accountant/heimlantz-pc-36b0b9ccd25f/,"We offer pro-active solutions and services to the ever changing needs of businesses and families alike. ; 
    Our advisory services can run the spectrum- from semi-annual strategic meetings, all the way to outsourcing of the entire accounting function.
    
    Other service areas include:
    •Business and Individual Taxes
    •Assurance
    •Business Consulting/Management Services
    •Estate Taxes/Planning",American Institute of CPAs,http://www.heimlantz.com/,,,,"1997 Annapolis Exchange Pkwy, Suite 310, Annapolis, 21401, Maryland",,,,+1 410-841-5575
IMPACT Accounting Partners LLC,Accountant,https://www.xero.com/advisors/accountant/impact-accounting-partners-llc-b765f5b077f0/,"IMPACT Accounting Partners is known for its big firm expertise with small firm client experiences. We are a women-led and minority owned accounting firm, with clients all over the US, with over 18 years’ experience working with small businesses, religious organizations, and non-profits. We are focused on helping you improve operational efficiency while also navigating the changing circumstances of working remotely and implementing strategic technology solutions. Managing cash flow is even more critical today and every organization has different needs. Our approach in customizing your accounting services needs keeps us nimble, effective, and budget-friendly.",American Institute of CPAs,http://www.impactaccountingpartners.com,https://www.facebook.com/ImpactAccountingPartners,https://www.twitter.com/IMPACTAcctPtner,https://www.linkedin.com/in/impactaccountingpartners/,,IMPACT Accounting Partners LLC advisors: 5 - Xero certifications: 2,5,2,
"Lawhorn CPA Group, LLC",Accountant,https://www.xero.com/advisors/accountant/lawhorn-cpa-group-llc-e5238d14aa5b/,"Lawhorn CPA Group, LLC is a national network of professional services firms offering Tax, Accounting, Consulting, and Advisory services for individuals, businesses, and nonprofits.; 
    Sharing your “vision” with us, together we can develop and implement strategies and management plans to help you and your business fulfill that vision.
    
    Streamlining everyday processes such as accounting, bookkeeping, and payroll, frees up your time and allows you to focus your attention on your unique abilities.
    
    We strive to exceed expectations not just in the jungle of tax prep for the best outcome for your tax return and the other basic services you would find at a typical firm, but in our mindset and culture as well.","American Institute of CPAs, Boomer Technology Circles",http://www.lawhorncpa.com/,https://www.facebook.com/lawhorncpa/,https://www.twitter.com/LawhornCPA,https://www.linkedin.com/company/lawhorn-cpa-group-pllc/mycompany/,"6312 Kingston Pike, Suite 100, Knoxville, 37919, Tennessee",,,,+1 8652124867
The Burkhalter Group,Accountant,https://www.xero.com/advisors/accountant/the-burkhalter-group-9016923f769a/,"With around 40 years of experience, The Burkhalter Group interacts and partners with top technology programs for compliance, providing back office support, including bookkeeping, payroll, tax returns, business creation, wills, trusts, and estates, to clients from across the globe.",American Institute of CPAs,http://www.theburkhaltergroup.com,,,,"1500 West Broadway Avenue, Maryville, 37801, Tennessee",The Burkhalter Group advisors: 13 - Xero certifications: 6,13,6,+1 865-984-4080
Stull CPA,Accountant,https://www.xero.com/advisors/accountant/stull-cpa-96a9a08e342c/,"We feature helping independent contracting professionals manage their business through bookkeeping, payroll and preparing their tax returns. We can help you become an S-Corp, partnership or help you be a more efficient sole proprietor.",American Institute of CPAs,http://www.stullcpa.com,https://www.facebook.com/stullcpa,,,"3200 Riverfront Drive, STE 204, Fort Worth, 76107, Texas",,,,+1 817-349-6099
TL Squared,Accountant,https://www.xero.com/advisors/accountant/tl-squared-42734c6e05d9/,"We focus on helping clients with their bookkeeping, accounting manager, controller, and CFO needs. Founded by Sherlice Theroux and Amy Lee in 2018, we provide our clients with hands on accounting and business advisory services. Together Sherlice and Amy have over 25 years of accounting and client service. We believe the accounting industry in the past has been a very historical, backwards viewing industry. Always relying on financials that are at least two weeks old. We believe in helping our clients become forward facing and we use cloud-based tools to allow our clients to look ahead as opposed to behind.",,http://www.tlsqd.com/,,,,"1111 Broadway, Oakland, 94607, California",TL Squared advisors: 6 - Xero certifications: 13,6,13,+760 7038294
HaysMac LLP,Accountant,https://www.xero.com/advisors/accountant/haysmac-llp-079344906e34/,"Our dedicated outsourcing team have a wealth of accounting experience, sector knowledge and client service experience.  We offer a full range of expertise and resources including a cash flow forecasting; key performance indicator reporting; scenario planning and comprehensive tax advisory services.; 
    
    We pride ourselves in specialising in the following core sectors -   creative, media and technology, financial services, hospitality, property and not for profit.
    
    Contact our team today for a quote to devise the best outsourced package for your business.","Institute of Chartered Accountants in England and Wales, Association of Chartered Certified Accountants",https://haysmacintyre.com/outsourcing,https://www.twitter.com/haysmacintyre,https://www.linkedin.com/company/haysmacintyre,,"10 Queen Street Place, London, EC4R 1QS, England",HaysMac LLP advisors: 36 - Xero certifications: 35,36,35,+44  020 7969 5500
Upsourced,Accountant,https://www.xero.com/advisors/accountant/upsourced-f849144f5ec2/,Upsourced is accounting for a new sense of agency. We are future-focused financial strategists who provide digital accounting and CFO services to the creative industry.,,https://upsourcedaccounting.com,https://www.twitter.com/Upsourced,http://linkedin.com/company/upsourced-accounting,,"21 East 5th Avenue, Columbus, 43201, OH",,,,+1 (614) 972-7168
"Diverse Community Partners, Inc.",Accountant,https://www.xero.com/advisors/accountant/diverse-community-partners-inc-c7c9881a26b2/,"We aim to provide you quality assistance with integrity. Joyce is an experienced Accountant who is knowledgeable, mature, hardworking, and I love to work with a variety of companies. Currently she is pursuing doctorate in accounting. She has dedicated he entire career towards ensuring professionals like you can be guided properly. The team has over 30 yrs accounting & business coaching experience.",National Tax & Accountants Association,http://diversecommunitypartnersinc.com/bookkeeping-services-explained/,https://www.facebook.com/DiverseCommunityPartners/,https://www.twitter.com/joycesaintcyr1,https://www.linkedin.com/in/joycesaintcyr/,"8305 University Executive Park Drive, Suite 107, Charlotte, 28262, North Carolina",,,,+1 9802027283
"Tannery & Company - Tax, Accounting & Wealth Management",Accountant,https://www.xero.com/advisors/accountant/tannery-company-tax-accounting-wealth-management-320e3fac75d4/,"Tannery & Company is a decidedly different financial advisory and professional accounting firm that is changing expectations about how tax, accounting, and investment services can be delivered.; Our team is experienced and credentialed in both financial planning, portfolio management, and accounting/tax services. We come together from different backgrounds and with different strengths to serve our clients’ needs in a strategic and proactive way.
    
    Our Core Values and Perspectives drive us daily. Our clients turn to us for foresight, straight talk, and collaboration from a team of dedicated advisory and accounting professionals.",American Institute of CPAs,http://www.tannerycompany.com,https://www.facebook.com/tannerycompany/,https://www.twitter.com/michaeltannery,https://www.linkedin.com/in/michaeltannery/,"740 East Campbell Road, Suite120, Richardson, 75081, Texas","Tannery & Company - Tax, Accounting & Wealth Management advisors: 6 - Xero certifications: 3","Tax, Accounting & Wealth Management advisors",Xero certifications,+214 239-4700
TrustLedger Accounting,Accountant,https://www.xero.com/advisors/accountant/trustledger-accounting-a2b78fb442bc/,"TAXES.  Yes, I know that when most people hear “accountant” they think of Taxes.  And we certainly do taxes.  In fact, our 3 principals and our staff have done thousands of tax returns over the years and we are more than qualified to do any sort of personal or business taxes: personal, sole proprietor, LLCs,  Corporations, Non-Profits, we do them all.  But we also can act as your Virtual CFO.  Here are a few of the things we do for small companies:; 
    •	Interface to the IRS or NC Department of Revenue on their behalf in the event of an audit
    •	Changing the business to an LLC or Corporation and how to choose the right one.
    •	Monthly reconciliation of Checking and Credit Card Accounts
    •	Evaluation and improvement of administrative systems
    •	Payroll",American Institute of CPAs,http://www.trustledger.com,https://www.facebook.com/TrustLedger/?ref=aymt_homepage_panel,,,"13471 US Highway 17N, Hampstead, 28443, NC",,,,+1 9108055710
Gulf Coast Accounting & Tax,Accountant,https://www.xero.com/advisors/accountant/gulf-coast-accounting-tax-46f53c4df5cd/,"Gulf Coast Accounting & Tax Services, LLC assists individuals and businesses in the Palm Harbor, FL area with a variety of services to help them accomplish their financial goals. We take a personal approach to our client relationships and make it our mission to offer personalized and practical solutions to meet the unique needs of every client we work with. When you need an accountant to go above and beyond for your business, get in touch with Gulf Coast Accounting & Tax Services, LLC.","American Institute of CPAs, Florida Institute of CPAs",http://www.gca-tax.com,https://www.facebook.com/gcatax/,https://www.twitter.com/msmtaxcom,https://www.linkedin.com/in/michael-shane-moore-cpa-9544439/?challengeId=AQFs_ZQvxjOEnQAAAXTUeoGMsLrX2rk7_Wi-BQpsMJEurkxhXjmCZlu6ixSy_X4262uaLFvZWlY2ybYDVt9L3yHW9rHxZjSYiw&submissionId=2ab8603e-2aef-3816-c2be-6bc321e62730,"401 Orange Street, Palm Harbor, 34683, Florida",Gulf Coast Accounting & Tax advisors: 4 - Xero certifications: 2,4,2,+1 727-386-9306
Small Business Accounting & Tax LLC,Accountant,https://www.xero.com/advisors/accountant/small-business-accounting-tax-llc-0c945268a9bc/,"Small Business Accounting & Tax LLC provides Accounting, Tax, Advisory and Payroll Services for individuals and small businesses. ; 
    Whether you are just starting out, or a well-established business we can help.  If you’re looking for a firm that will focus on your individual needs, and always treat you like a client who matters, look no further and give us a call at 801-871-8716.",,https://sbatax.com,https://www.facebook.com/sbataxcpa/,https://www.linkedin.com/in/mike-eggleston-a45b445/,,"851 North 100 East, Spanish Fork, 84660, Utah",Small Business Accounting & Tax LLC advisors: 4 - Xero certifications: 2,4,2,+1 801-871-8716
BEYON BUSINESS NETWORK,Accountant,https://www.xero.com/advisors/accountant/beyon-business-network-3f51aa7c7a40/,"Beyon Business Network (BBN) is a Los Angeles based and accounting and consulting firm providing finance, accounting, and business advisory services to small businesses in the Los Angeles and neighboring counties in southern California. We offer business solutions that deliver performance-improvement, turn around management and business advisory services that transform operations, enhance growth, and accelerate results through our renowned unique practices approach.;","National Association of Enrolled Agents, National Association of Tax Professionals",https://BEYONBusiness.com,https://www.facebook.com/bi-centrust,,,,,,,
"Secure Accounting and Tax Solutions, LLC",Accountant,https://www.xero.com/advisors/accountant/secure-accounting-and-tax-solutions-llc-a85258244b35/,"Secure Accounting and Tax Solution's special niche is small business accounting systems with a special emphasis on Real Estate Professionals, as there are many unique and special accounting requirements in this industry.  Our team knows the real estate business well and can help your business grow through accurate, up to date accounting systems needed to make informed business decisions.; 
    We are passionate about assisting small businesses clean up and maintain their accounting systems.   We also love to show business owners how to quickly and efficiently keep up on their accounting functions so they can be more informed as to the financial health of their business.
    
    Our team can also train on your Xero Software to maximize it's efficiency, and minimize your time doing books!","National Association of Enrolled Agents, National Association of Tax Professionals",http://WWW.secure-accounting.com,https://www.facebook.com/SecureAccounting,,,"1433 West 29th Street, 2nd Floor, Loveland, 80538, Colorado","Secure Accounting and Tax Solutions, LLC advisors: 4 - Xero certifications: 2",4,2,+970 292-6752
SUBLIME ACCOUNTING INC,Accountant,https://www.xero.com/advisors/accountant/sublime-accounting-inc-18df790b06af/,"At Sublime Accounting Inc., we provide superior bookkeeping, payroll, tax-filing, incorporation services for businesses and individuals. Our services are available in  English and Russian.; 
    We help you catch up on your bookkeeping.
    We save you money.
    We find optimal solutions.
    We bring complex support for businesses and prepare annual accounts.",National Association of Tax Professionals,http://spus.cc,https://www.facebook.com/Sublime-Accounting-Inc-1895889853786547/,,,"1928 Kings Highway, Brooklyn, Fl 2 & Fl 3, Kings County, 11229, New York",,,,+1 7186769090
Elements CPA,Accountant,https://www.xero.com/advisors/accountant/elements-cpa-2397e42fee30/,"Helping entrepreneurs design their business & finances.; 
    / Clarify Your Path - change your business' future with a business coach & CFO. // Modernize Your Finances - expand your business' capabilities with 21-st century cloud apps. /// Optimize Your Tax - Save taxes & stress with a proactive tax plan.
    
    Simple elements power entrepreneurial creativity --> Design *your* business & finances, sparked by the elements.",American Institute of CPAs,http://www.elementscpa.com,http://www.facebook.com/elementscpa,https://www.twitter.com/elementscpa,https://www.linkedin.com/company/elementscpa/,"322 Main Street, Suite 103, Laurel, 20707, Maryland",Elements CPA advisors: 4 - Xero certifications: 2,4,2,+1 3016043247
Jaeger Financial LLP,Accountant,https://www.xero.com/advisors/accountant/jaeger-financial-llp-0793b42fe5aa/,"Jaeger Financial makes business challenges and complexities simple by providing extensive accounting and finance expertise to our clients. We help ambitious industry leaders achieve extraordinary success on their accounting and finance projects.; 
    Our team combines Big Four accounting, commercial banking, capital markets, and industry experience to create the most efficient solutions for our clients. We take pride in providing insightful analysis, sound advice and quality work to achieve maximum success.
    
    Our consultants have rich experience in mergers and acquisitions, financing transactions and accounting in the startup and mid-market space. Our team has successfully completed thousands of filings and transactions alongside leading bankers, lawyers and auditors.",CPA Canada,https://jaegerllp.com/,,,,"41 Industrial Street, East York, Suite 201, Toronto, M4G 0C7, Ontario",,,,+1 2899296888
Hector E Garcia CPA,Accountant,https://www.xero.com/advisors/accountant/hector-e-garcia-cpa-ca6c8ba02a5b/,"Hector E Garcia, CPA is an accounting firm with 45 years of expertise and experience in accounting, taxation, management consulting and business advisory services.  Our firm clientele ranging from emerging to long-established entrepreneurs and closely held companies in the industries in the service, medical, wholesale, government contracting fields and much more.","The Tax Institute, American Institute of CPAs, American Institute of Professional Bookkeepers",http://WWW.HEGARCIACPA.COM,,,,"7800 Interstate 10, Suite 710, San Antonio, 78230, Texas",,,,+1 210-492-5522
KepnerCPA,Accountant,https://www.xero.com/advisors/accountant/kepnercpa-0fd0e954c443/,"Kepner & Company, Inc. was formed in 1988 to provide services to entrepreneurs, independent business owners, and professionals. We serve over 650 clients, focusing on manufacturing, construction, wholesale, and service industries, as well as individual investors. We differentiate our services from the ""regular CPA"" world by offering management consulting, technology, as well as accounting and tax.",,http://www.kepnercpa.com,,,,"5956 Sherry Lane, Suite 1300, Dallas, 75225, TX",KepnerCPA advisors: 9 - Xero certifications: 6,9,6,+1 2143615081
Officengine Inc,Accountant,https://www.xero.com/advisors/accountant/officengine-inc-b0f2f72aa0f0/,"Officengine is your automatic back-office, a simple and powerful solution to manage all your accounting, finance, and business operations.  With a scalable platform of services, robust reporting metrics, and expert strategic consulting, Officengine is uniquely equipped to help your growing business succeed at every step of the way.",,http://www.officengine.com,,,,,,,,
GBS Group,Accountant,https://www.xero.com/advisors/accountant/gbs-group-4a3e161488fd/,"At GBS Group, we build better businesses. We accomplish this goal by providing small and medium businesses with comprehensive solutions. ; 
    At GBS Group, our diverse team of multi-disciplinary consultants partner with our clients to ensure they accomplish their business goals. We are a Remote First company.
    
    GBS Group prides itself on providing high-quality services through a culture of empathy, understanding, and integrity with our clients. Our client’s success is our success.
    
    GBS Group has offices in Miami, FL and Houston, TX.",,https://gbsgroup.net,https://www.facebook.com/gbsgroup/,https://www.twitter.com/gbsgroup,https://www.linkedin.com/company/gbs-group/,"7971 Riviera Boulevard, Ste 204, Miramar, 33023, Florida",GBS Group advisors: 23 - Xero certifications: 1,23,1,+1 9546598835
Southern Cloud Accounting LLC - CPAs,Accountant,https://www.xero.com/advisors/accountant/southern-cloud-accounting-llc-cpas-f14336052a94/,Innovative CPA firm that combines Xero +WFM +ReceiptBank +Gusto/ADP +bill.com +Hubdoc to solve all accounting problems.  Along with 20 years of tax expertise.,"American Institute of CPAs, Florida Institute of CPAs",http://www.southerncloudaccounting.com,https://www.facebook.com/SouthernCloudAccounting/,,,"14 Live Oak Street, 1ST FLOOR, Gulf Breeze, 32561, Florida",Southern Cloud Accounting LLC - CPAs advisors: 5 - Xero certifications: 2,CPAs advisors,Xero certifications,+1 850 208 3356
Wiley,Accountant,https://www.xero.com/advisors/accountant/wiley-437180dcd456/,Wiley CPA focuses primarily on helping clients grow their business by keeping them compliant with the governing authorities while also providing them with accurate and useful financial statements. We love to teach our clients how to analyze their financials so they can clearly see changes they need to make or where growth opportunities lie! We also understand the real possibility of fraud within companies and can help our clients implement proper controls to prevent it.,,http://www.wileycpaprofessionals.com,,,,"300 Avenue of the Champions, Ste 180, Palm Beach Gardens, 33418, Florida",Wiley advisors: 12 - Xero certifications: 9,12,9,+1 561-744-9547
Lisa Henline dba Business System Consultants,Accountant,https://www.xero.com/advisors/accountant/lisa-henline-dba-business-system-consultants-b4d6e4ddb828/,"We partner with business owners to develop innovative, state-of-the-art computer solutions for their businesses to maximize efficiency, streamline processes, and improve communication with customers. In addition, we focus on providing up-to the-minute financial data to aid clients in maintaining a competitive advantage in the ever-changing global economy.",,http://everywhereaccounting.com/,,,,"Nashville, Nashville, Tennessee",,,,+1 6158510603
Core Financial Resources LLC,Accountant,https://www.xero.com/advisors/accountant/core-financial-resources-llc-9c1c9051a532/,"Are you happy with the amount of tax you pay? Probably not. When was the last time your accountant called and said, ""I've got a great idea that will save you thousands?"" Probably never. Would you be shocked to hear we do this routinely?;","Financial Planning Association, National Association of Enrolled Agents",http://www.corefr.com,https://www.facebook.com/CoreFinancialResources,https://www.twitter.com/corefr,http://www.linkedin.com/company/core-financial-resources,"1510 North Main Street, Anderson, 29621, South Carolina",Core Financial Resources LLC advisors: 10 - Xero certifications: 5,10,5,+1 8642248929
Associated Accountants and Advisors,Accountant,https://www.xero.com/advisors/accountant/associated-accountants-and-advisors-3084b046ba0f/,"Associated Accountants and Advisors, founded 1979 and based in Montgomery, Alabama, provides a full range of tax, accounting, bookkeeping, business advisory, outsourcing, payroll and business services, either in your facility or at our location, nationwide. We can provide qualified accounting professionals who can ensure that your financial records are maintained correctly and accurately. Our bookkeepers can also assist in setting up and training your staff on the financial systems that you might be using or installing, such as Xero or other legacy systems. We work with you to ensure that your personal or business processes are conducted in a manner that ensures ongoing integrity in your financial transactions. Accounting services no longer require in-house staff and all the accompanying overhead expenses.",American Institute of CPAs,http://www.associated-accountants.com,,,,"3201 Bell Road, Montgomery, 36116, Alabama",Associated Accountants and Advisors advisors: 12 - Xero certifications: 10,12,10,+1 334-834-1040
Alpha Omega Accounting LLC,Accountant,https://www.xero.com/advisors/accountant/alpha-omega-accounting-llc-855f3fab9945/,"Alpha Omega Accounting, LLC is dedicated to simplifying finances for businesses and individuals through expert accounting services. Specializing in bookkeeping advisory, the firm emphasizes the use of Xero accounting software, offering clients seamless integration and support to manage their books efficiently. By providing comprehensive bookkeeping services alongside strategic financial planning, Alpha Omega ensures clients stay up-to-date with accurate financial data, allowing them to focus on business growth. Through Light Keeper CFO services, they guide clients in everything from payroll to tax preparation, always striving to ""light your way to financial understanding""​ With clients in over 28 states they can get all your compliance issues resolved.",,http://alphaomega-acct.biz,https://www.facebook.com/Alpha.Omega.Accounting.LLC/,https://www.twitter.com/alphaomegaacct,https://www.linkedin.com/in/alphaomegaacct,,Alpha Omega Accounting LLC advisors: 3 - Xero certifications: 2,3,2,
"Bland Garvey, P.C.",Accountant,https://www.xero.com/advisors/accountant/bland-garvey-pc-3ef33edf0588/,"We Make Numbers Useful---; 
    Accounting is about transforming seemingly random numbers into smart business decisions.
    
    Our clients include individuals, corporations, partnerships, LLCs/LLPs, not-for-profits, estates and trusts, taxing authorities and others. If it’s a profession, we’ve likely served it.",American Institute of CPAs,http://www.blandgarvey.com,https://www.facebook.com/Bland-Garvey-PC-574816785914859/,https://www.twitter.com/Bland_Garvey,https://www.linkedin.com/company/bland-garvey-pc,"2600 N. Central Expressway, Suite 550, Richardson, 75080, TX","Bland Garvey, P.C. advisors: unknown - Xero certifications: 3",unknown,3,+1 9722312503
"Tally Accounting, LLC",Accountant,https://www.xero.com/advisors/accountant/tally-accounting-llc-1b3cd649a35c/,"From beautiful Greenville, SC, Tally Accounting serves makers of the web, tech companies, and other service businesses around the nation. With Xero and their add-on partners we're able to provide business owners with up-to-date information from the past and help them think strategically and intentionally for the future.",,http://trusttally.com,https://www.facebook.com/trusttally/,https://www.twitter.com/trusttally,https://www.linkedin.com/company/5037153?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A5037153%2Cidx%3A3-1-4%2CtarId%3A1480454647224%2Ctas%3Atally%20accounting,,"Tally Accounting, LLC advisors: 3 - Xero certifications: 3",3,3,
"Cloud Accounting & Consulting, Inc.",Accountant,https://www.xero.com/advisors/accountant/cloud-accounting-consulting-inc-df89a6e8f38e/,"We love what we do! The mission at CAC is to support, lead and coach small business owners and support staff to implement and utilize leading-edge-cloud-based software solutions in their businesses.",Accountex Network,http://www.CloudAccountingGuru.com,,,,"961687 Gateway Boulevard, Suite 201L, Fernandina Beach, 32034, Florida",,,,+1 904-753-3161
Pitcher Partners - Brisbane,Accountant,https://www.xero.com/advisors/accountant/pitcher-partners-brisbane-b4619b107c9b/,"Pitcher Partners is an accounting and advisory firm providing a full range of services to private and family controlled groups and businesses, ASX listed corporates, professional services firms and the individuals within these organisations.; 
    Our firm is founded on the principles of personal service, honesty, trust and open communication and is committed to client care, continual improvement and client relationships. We have a great pride in our reputation within the business community for these values.",Chartered Accountants of Australia & New Zealand,http://www.pitcher.com.au/,,,,"Level 38, Central Plaza 1, 345 Queen Street, BRISBANE   QLD   4000, Brisbane",,,,+61 32228400
